Frame,Visibility,X,Y,Time
0,0,0,0,00:00:00.0
1,0,0,0,00:00:00.03333333333333333
2,0,0,0,00:00:00.06666666666666667
3,0,0,0,00:00:00.1
4,0,0,0,00:00:00.13333333333333333
5,0,0,0,00:00:00.16666666666666666
6,0,0,0,00:00:00.2
7,0,0,0,00:00:00.23333333333333334
8,0,0,0,00:00:00.26666666666666666
9,0,0,0,00:00:00.3
10,0,0,0,00:00:00.3333333333333333
11,0,0,0,00:00:00.36666666666666664
12,0,0,0,00:00:00.4
13,0,0,0,00:00:00.43333333333333335
14,0,0,0,00:00:00.4666666666666667
15,1,70,13,00:00:00.5
16,1,76,13,00:00:00.5333333333333333
17,1,85,15,00:00:00.5666666666666667
18,1,91,16,00:00:00.6
19,1,92,16,00:00:00.6333333333333333
20,1,101,17,00:00:00.6666666666666666
21,1,112,21,00:00:00.7
22,1,121,21,00:00:00.7333333333333333
23,1,131,25,00:00:00.7666666666666666
24,0,0,0,00:00:00.8
25,0,0,0,00:00:00.8333333333333334
26,0,0,0,00:00:00.8666666666666667
27,1,156,31,00:00:00.9
28,1,163,33,00:00:00.9333333333333333
29,1,171,35,00:00:00.9666666666666667
30,1,846,8,00:00:01.0
31,1,845,10,00:00:01.0333333333333332
32,1,842,12,00:00:01.0666666666666667
33,1,837,16,00:00:01.1
34,1,223,16,00:00:01.1333333333333333
35,1,226,18,00:00:01.1666666666666667
36,1,811,26,00:00:01.2
37,1,810,27,00:00:01.2333333333333334
38,1,796,31,00:00:01.2666666666666666
39,1,778,37,00:00:01.3
40,1,758,46,00:00:01.3333333333333333
41,1,181,71,00:00:01.3666666666666667
42,1,218,25,00:00:01.4
43,1,217,25,00:00:01.4333333333333333
44,1,747,6,00:00:01.4666666666666666
45,1,1131,311,00:00:01.5
46,1,726,16,00:00:01.5333333333333332
47,1,716,21,00:00:01.5666666666666667
48,1,711,26,00:00:01.6
49,1,710,26,00:00:01.6333333333333333
50,1,241,6,00:00:01.6666666666666667
51,1,695,36,00:00:01.7
52,1,688,41,00:00:01.7333333333333334
53,1,238,21,00:00:01.7666666666666666
54,1,238,22,00:00:01.8
55,1,238,22,00:00:01.8333333333333333
56,1,251,6,00:00:01.8666666666666667
57,1,683,12,00:00:01.9
58,1,681,16,00:00:01.9333333333333333
59,1,677,18,00:00:01.9666666666666666
60,1,253,20,00:00:02.0
61,1,253,20,00:00:02.033333333333333
62,1,681,5,00:00:02.0666666666666664
63,1,268,6,00:00:02.1
64,1,270,10,00:00:02.1333333333333333
65,1,672,13,00:00:02.1666666666666665
